0,0.21018,165
0,0.069983,255
0,0.070653,215
0,0.065741,175
0,0.035988,75
0,0.20766,175
0,0.15645,195
0,0.069713,125
0,0.057572,205
0,0.082887,145
1,0.2453,235
0,0.16298,235
0,0.014057,145
0,0.053606,195
1,1.0032,85
0,0.055516,105
0,0.027466,165
0,0.031733,155
1,1.0003,65
0,0.21828,95
0,0.13448,195
0,0.097796,235
2,1.1978,95
2,1.0228,135
0,0.081038,195
0,0.11338,155
0,0.040669,135
0,0.20172,155
0,0.024235,115
0,0.15652,135
0,0.18809,105
0,0.15221,145
0,0.020106,135
2,1.3115,105
2,1.8432,175
2,1.0239,95
0,0.14135,205
0,0.02219,145
0,0.2402,165
2,2.7261,55
0,0.1639,85
1,0.22859,165
2,2.3994,65
0,0.070539,175
1,1.0007,65
0,0.033965,155
0,0.074664,165
0,0.054219,145
0,0.058259,165
0,0.11649,215
0,0.028439,155
0,0.11609,155
2,2.5695,75
0,0.037976,155
0,0.080897,325
0,0.038743,155
1,1,65
0,0.078312,155
0,0.052064,125
1,1.0007,65
0,0.078017,145
0,0.044551,165
0,0.15246,75
0,0.090336,85
1,0.49875,235
0,0.092637,175
0,0.049563,225
0,0.011148,195
0,0.13396,115
0,0.060521,225
0,0.11368,75
2,2.308,75
0,0.052038,165
0,0.1619,265
0,0.076986,185
0,0.21094,175
0,0.1471,185
0,0.052281,215
1,0.60998,235
1,1.0038,55
0,0.019262,145
0,0.071054,155
0,0.12326,155
1,0.10917,255
0,0.2419,195
1,1,85
0,0.10335,215
0,0.078946,95
0,0.13121,215
0,0.043638,225
0,0.13109,75
1,0.47916,215
0,0.075537,165
0,0.23625,75
0,0.16971,95
0,0.013482,245
0,0.020289,175
0,0.051567,215
1,1.0006,55
0,0.031821,165
