1,1.0038,75
0,0.15707,255
2,1.117,185
2,1.8384,375
0,0.085949,75
2,3.1127,85
0,0.27865,275
0,0.16754,205
2,1.0256,175
0,0.13252,175
1,0.49295,235
0,0.29343,325
0,0.025172,185
2,1.1089,195
1,1.0078,85
2,1.6758,165
2,1.3015,215
0,0.064406,135
1,1.0001,145
1,1.0005,95
0,0.24416,185
0,0.18098,235
1,1,105
2,1.0337,85
2,1.1313,195
0,0.087485,135
3,1.4968,225
0,0.37868,105
2,2.7193,155
0,0.29938,285
2,1.4188,105
2,3.2762,175
0,0.061887,175
2,1.3775,85
2,1.7974,125
2,1.0367,115
0,0.29474,225
1,1,135
1,1,145
2,3.1605,75
0,0.33809,85
1,0.36829,325
2,2.3122,75
0,0.12454,195
1,1.0009,65
0,0.042679,245
0,0.12774,335
2,1.1106,245
0,0.10872,185
2,1.2629,75
0,0.041536,205
1,1.0025,155
2,2.6518,85
0,0.09805,215
0,0.14673,325
0,0.075229,325
1,1.0002,65
0,0.17556,235
0,0.096514,215
0,0.2629,155
2,1.8178,175
0,0.096992,205
1,1,85
0,0.17096,225
1,0.4046,135
0,0.1552,175
0,0.067096,185
2,1.0611,175
0,0.18883,215
2,2.2631,185
0,0.044443,325
2,1.0187,105
2,1.375,165
3,1.5091,175
0,0.14909,165
0,0.45294,215
2,1.6867,275
2,1.0573,245
2,1.2787,235
2,1.0112,125
0,0.05361,175
0,0.16157,175
2,1.0507,215
0,0.11515,335
1,1.0001,85
2,1.0585,195
2,1.2042,285
0,0.12427,95
1,1.0086,65
2,1.2877,215
0,0.12687,255
3,1.154,325
0,0.15361,135
1,1.0027,105
0,0.35193,95
2,2.8233,85
2,2.9422,75
0,0.097093,155
1,1.0007,55
0,0.035905,185
