1,1.0164,65
0,0.37025,195
2,1.1436,245
2,1.0082,195
1,1.0016,95
2,3.7558,85
0,0.76113,115
2,3.4745,225
1,1.0024,255
2,2.569,115
2,1.0253,165
1,1,75
0,0.034202,285
0,0.21605,185
1,1.0003,215
1,1.0003,85
1,1.0032,95
1,1,185
1,1,155
1,1.0015,105
1,1.0037,195
2,1.0041,125
1,1.0003,105
1,1.0001,135
2,1.221,195
1,1.0129,195
2,1.0533,265
2,5.9023,135
1,1.0058,175
1,1.0046,95
1,1.0017,155
2,4.3955,115
3,3.1966,165
1,1.0225,115
0,0.30163,65
2,1.0709,135
3,7.3026,335
1,1,105
2,1.0436,245
2,3.851,75
0,0.68703,85
0,0.40357,275
1,1.0001,65
1,1.0102,145
1,1.0002,75
2,1.0566,85
1,1.0058,155
0,0.39928,245
1,1.0003,125
1,1.0007,205
0,0.070942,155
1,1.0062,165
1,1.0002,85
2,3.2151,165
1,1.001,125
0,0.18629,325
2,1.6212,185
0,0.52026,165
1,1,165
2,1.0588,255
1,1,215
2,1.1049,155
1,1.0002,75
2,3.1719,165
1,1.0021,175
1,1.0005,145
2,1.051,245
1,1.0041,245
1,1.0001,215
2,2.4883,315
2,2.3837,165
1,1.0008,85
1,1.0072,175
2,1.0039,365
1,1.0001,185
2,1.1857,265
1,1,115
1,1.0178,145
1,1.0001,235
1,1,155
0,0.076644,165
0,0.42377,265
1,1.0003,185
1,1.0004,105
1,1.0004,165
1,1.0009,175
1,1.0074,105
2,2.6498,115
1,1.0016,185
1,1.0013,195
1,1.0026,145
2,1.7963,165
1,1,165
1,1.0114,155
2,4.1702,95
1,1.0073,95
1,1.0002,115
2,2.1728,225
1,1.0006,55
0,0.045509,185
