"X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange"
-8.547416687011719,31.672006607055664,-0.017569709569215775,0.034455616027116776,0.5187095999717712,-0.022394994273781776,-0.0012568274978548288,0.0027632846031337976,-0.0004551484016701579,0.0028141713701188564,-0.0013077142648398876
-8.294763565063477,31.675127029418945,-0.016271211206912994,0.03411499783396721,0.518545925617218,-0.023066487163305283,-0.001219287165440619,0.002824606141075492,-0.0004877456231042743,0.002882602857425809,-0.0012772839982062578
-8.041481018066406,31.678152084350586,-0.017802678048610687,0.03382273018360138,0.5184032320976257,-0.023759234696626663,-0.001181835075840354,0.002888646675273776,-0.0005049168248660862,0.002950343070551753,-0.001243531471118331
-7.788031578063965,31.68104362487793,-0.019916387274861336,0.03355905041098595,0.5182692408561707,-0.024515926837921143,-0.001153334858827293,0.002960678655654192,-0.0005126156029291451,0.003023589728400111,-0.001216246047988534
-7.534925937652588,31.68376350402832,-0.020143982023000717,0.03332933038473129,0.5181230306625366,-0.025171328336000443,-0.001137204933911562,0.0030402112752199173,-0.000522333022672683,0.003104531904682517,-0.0012015255633741617
-7.282278060913086,31.68634796142578,-0.01795150153338909,0.03309234231710434,0.5179616212844849,-0.025455215945839882,-0.0011254651471972466,0.0031243842095136642,-0.0005340278730727732,0.003190461779013276,-0.0011915427166968584
-7.029662609100342,31.68894386291504,-0.01539421547204256,0.03278203681111336,0.5177375078201294,-0.025271592661738396,-0.0011155930114910007,0.0032097927760332823,-0.0005450649769045413,0.0032774219289422035,-0.0011832220479846
-6.77647590637207,31.69160270690918,-0.015358220785856247,0.0324556790292263,0.517479419708252,-0.024929512292146683,-0.0011151275830343366,0.003293985268101096,-0.0005572886439040303,0.0033633329439908266,-0.0011844753753393888
-6.522876262664795,31.6943302154541,-0.017072945833206177,0.03222003951668739,0.5173371434211731,-0.024700112640857697,-0.0011197651037946343,0.00337521405890584,-0.0005691942642442882,0.003446170361712575,-0.0011907212901860476
-6.269073486328125,31.697174072265625,-0.019527776166796684,0.03202807903289795,0.5173317790031433,-0.02450031228363514,-0.0011281250044703484,0.0034595620818436146,-0.0005862022517248988,0.0035332809202373028,-0.0012018438428640366
-6.015030384063721,31.700149536132812,-0.02288978174328804,0.031728193163871765,0.5172483921051025,-0.024323342368006706,-0.0011370988795533776,0.003539546625688672,-0.0006092514377087355,0.00361761380918324,-0.0012151661794632673
-5.76118803024292,31.703163146972656,-0.025067688897252083,0.031327322125434875,0.5169792771339417,-0.024373389780521393,-0.0011550410417839885,0.0036111881490796804,-0.0006353670614771545,0.0036944325547665358,-0.001238285331055522
-5.508066177368164,31.706090927124023,-0.023602575063705444,0.03096676990389824,0.5166575312614441,-0.02459191530942917,-0.0011851791059598327,0.0036723092198371887,-0.0006603338406421244,0.003760475665330887,-0.0012733456678688526
-5.255463123321533,31.708951950073242,-0.019474588334560394,0.030713312327861786,0.5164621472358704,-0.02474292740225792,-0.0012190475827082992,0.0037231945898383856,-0.0006797194364480674,0.003814973868429661,-0.0013108267448842525
-5.002488136291504,31.711854934692383,-0.016895269975066185,0.0304452832788229,0.5163286328315735,-0.02481374330818653,-0.0012518286239355803,0.0037638430949300528,-0.0006894289399497211,0.0038568826857954264,-0.0013448682148009539
-4.748636245727539,31.71485710144043,-0.018231095746159554,0.03007303550839424,0.5161982178688049,-0.02495940588414669,-0.0012899963185191154,0.0037919990718364716,-0.0006892457022331655,0.003883819095790386,-0.00138181634247303
-4.4945478439331055,31.717864990234375,-0.020449187606573105,0.029676644131541252,0.5160447955131531,-0.02515256777405739,-0.0013396387221291661,0.0038101186510175467,-0.0006822434370405972,0.003898969618603587,-0.0014284898061305285
-4.241008758544922,31.720829010009766,-0.01986340619623661,0.02935759350657463,0.5158541798591614,-0.02524990402162075,-0.001395519357174635,0.0038241201546043158,-0.0006660895305685699,0.003907780162990093,-0.0014791794819757342
-3.9880330562591553,31.723875045776367,-0.016428017988801003,0.029052508994936943,0.5156526565551758,-0.02524658851325512,-0.001448563882149756,0.0038409465923905373,-0.000639342877548188,0.003917126916348934,-0.0015247438568621874
-3.735196113586426,31.727052688598633,-0.01213766261935234,0.028669077903032303,0.5154919028282166,-0.025185566395521164,-0.0014933947240933776,0.0038645248860120773,-0.0006067508948035538,0.003932376392185688,-0.00156124634668231
-3.4821865558624268,31.730310440063477,-0.00844727735966444,0.028269171714782715,0.5153709053993225,-0.02504657581448555,-0.0015322407707571983,0.0038933921605348587,-0.0005729342228733003,0.003953232429921627,-0.0015920812729746103
-3.2288670539855957,31.73348617553711,-0.005991025827825069,0.027902880683541298,0.5152018666267395,-0.025030052289366722,-0.0015641448553651571,0.00393226183950901,-0.0005321786738932133,0.003983315080404282,-0.0016151979798451066
-2.9750657081604004,31.736492156982422,-0.005559433251619339,0.02752506732940674,0.5150524973869324,-0.025352833792567253,-0.0015807118033990264,0.003987936768680811,-0.0004820016329176724,0.00402934942394495,-0.0016221243422478437
