"X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange"
4.917082786560059,32.086978912353516,-0.009880277328193188,0.004039686173200607,0.07961908727884293,-0.008040987886488438,-0.00014087917224969715,0.0008933942881412804,0.00020465774287004024,0.0009324186248704791,-0.00017990355263464153
5.172198295593262,32.090553283691406,-0.00835381168872118,0.00398097513243556,0.07965555042028427,-0.007803589571267366,-0.0001550696906633675,0.0008988998015411198,0.00021661276696249843,0.0009416816756129265,-0.00019785156473517418
5.427287578582764,32.09408950805664,-0.0064992825500667095,0.003901223884895444,0.07969409227371216,-0.007528549525886774,-0.00018156404257752,0.0009092013933695853,0.00023020594380795956,0.000955795927438885,-0.00022815860575065017
5.682295799255371,32.097618103027344,-0.004083182662725449,0.0038743196055293083,0.07974924147129059,-0.007382743991911411,-0.00020682594913523644,0.0009232938755303621,0.00024014995142351836,0.0009722084505483508,-0.0002557405096013099
5.937228202819824,32.101165771484375,-0.0011279323371127248,0.003942450974136591,0.07982650399208069,-0.007467884570360184,-0.00024728980497457087,0.0009335773065686226,0.00024496912374161184,0.0009823789587244391,-0.00029609142802655697
6.192326068878174,32.10480499267578,0.0013228050665929914,0.004075684119015932,0.07989959418773651,-0.00787300430238247,-0.0003003908786922693,0.0009380269912071526,0.000246564915869385,0.0009853118099272251,-0.0003476757265161723
6.447658061981201,32.10845184326172,0.002978759817779064,0.004112514667212963,0.07991648465394974,-0.008107156492769718,-0.00036825661663897336,0.0009367452003061771,0.00024537972058169544,0.0009813588112592697,-0.0004128701984882355
6.703128814697266,32.1120719909668,0.004252676386386156,0.00400102324783802,0.07986845076084137,-0.008035373874008656,-0.00046034183469600976,0.0009291031747125089,0.00023607499315403402,0.0009681181982159615,-0.0004993568873032928
6.958548069000244,32.11562728881836,0.005963473115116358,0.00378017732873559,0.07977664470672607,-0.007692093029618263,-0.0005770904826931655,0.0009123504278250039,0.00021395878866314888,0.0009424763265997171,-0.0006072163814678788
7.213704586029053,32.119041442871094,0.009009851142764091,0.0035193387884646654,0.07967527210712433,-0.007132056634873152,-0.0007186007569544017,0.0008759197662584484,0.00017980672419071198,0.0008959442493505776,-0.000738625240046531
-8.547416687011719,31.672006607055664,-0.017569709569215775,0.007865594699978828,0.07885042577981949,-0.009620905853807926,-0.0007185529684647918,1.3122399650455918e-05,9.923545439960435e-05,2.6342604542151093e-05,-0.0007317732088267803
-8.294763565063477,31.675127029418945,-0.016271211206912994,0.007775347214192152,0.0788782387971878,-0.009838402271270752,-0.0006224208045750856,5.334506568033248e-05,5.298733231029473e-05,5.74745936319232e-05,-0.0006265503470785916
-8.041481018066406,31.678152084350586,-0.017802678048610687,0.007599256467074156,0.07895921170711517,-0.009838963858783245,-0.0005306181847117841,9.349427273264155e-05,3.705621202243492e-05,9.568674431648105e-05,-0.0005328106344677508
-7.788031578063965,31.68104362487793,-0.019916387274861336,0.007451284676790237,0.07897397875785828,-0.009986638091504574,-0.00045483442954719067,0.000136249465867877,3.9172529795905575e-05,0.00013883423525840044,-0.0004574191989377141
-7.534925937652588,31.68376350402832,-0.020143982023000717,0.007328178733587265,0.07889830321073532,-0.01021203026175499,-0.00038612261414527893,0.00018281038501299918,4.122343671042472e-05,0.0001857817842392251,-0.0003890939988195896
-7.282278060913086,31.68634796142578,-0.01795150153338909,0.0072483401745557785,0.07877293974161148,-0.010187902487814426,-0.00032252250821329653,0.00023205051547847688,4.090938818990253e-05,0.00023505205172114074,-0.0003255240444559604
-7.029662609100342,31.68894386291504,-0.01539421547204256,0.00724730035290122,0.07868000864982605,-0.009794380515813828,-0.00027236007736064494,0.00028232886688783765,4.3548257963266224e-05,0.0002857270301319659,-0.0002757582115009427
-6.77647590637207,31.69160270690918,-0.015358220785856247,0.007336802780628204,0.07865145802497864,-0.009411497041583061,-0.0002419990487396717,0.00033123575849458575,4.8926467570709065e-05,0.0003353817155584693,-0.00024614500580355525
-6.522876262664795,31.6943302154541,-0.017072945833206177,0.007430946454405785,0.07871193438768387,-0.00953906774520874,-0.0002263207279611379,0.00038041872903704643,5.2215185860404745e-05,0.00038487947313115,-0.0002307814866071567
-6.269073486328125,31.697174072265625,-0.019527776166796684,0.007364093791693449,0.0788496881723404,-0.009950710460543633,-0.00020697282161563635,0.00043019477743655443,4.83024341519922e-05,0.0004338356957305223,-0.0002106137399096042
-6.015030384063721,31.700149536132812,-0.02288978174328804,0.007137333508580923,0.07892156392335892,-0.010107990354299545,-0.0001884230732684955,0.0004740036092698574,3.735646896529943e-05,0.0004761036252602935,-0.0001905231038108468
-5.76118803024292,31.703163146972656,-0.025067688897252083,0.006934719625860453,0.07883710414171219,-0.01003577932715416,-0.00018761538376566023,0.0005115413805469871,2.4789496819721535e-05,0.0005124192102812231,-0.00018849322805181146
-5.508066177368164,31.706090927124023,-0.023602575063705444,0.006876607425510883,0.07870505750179291,-0.009981997311115265,-0.00020579624106176198,0.0005429242155514657,1.3087314073345624e-05,0.0005431529134511948,-0.00020602495351340622
-5.255463123321533,31.708951950073242,-0.019474588334560394,0.0069077895022928715,0.07871007174253464,-0.009930993430316448,-0.00023068406153470278,0.0005702327471226454,-1.0809826562763192e-06,0.0005702342023141682,-0.00023068551672622561
-5.002488136291504,31.711854934692383,-0.016895269975066185,0.006891360506415367,0.07880321890115738,-0.009746101684868336,-0.00025003240443766117,0.0005924362340010703,-2.1188825485296547e-05,0.0005929687758907676,-0.00025056497543118894
-4.748636245727539,31.71485710144043,-0.018231095746159554,0.00678650476038456,0.07888245582580566,-0.009486779570579529,-0.0002652613038662821,0.000606677436735481,-4.597330917022191e-05,0.0006090947426855564,-0.00026767858071252704
-4.4945478439331055,31.717864990234375,-0.020449187606573105,0.006700859870761633,0.07889046519994736,-0.00936965737491846,-0.0002822203969117254,0.0006140899495221674,-6.925099296495318e-05,0.0006194088491611183,-0.0002875393256545067
-4.241008758544922,31.720829010009766,-0.01986340619623661,0.006690882612019777,0.07882053405046463,-0.009528209455311298,-0.00030372885521501303,0.0006203695083968341,-8.619868458481506e-05,0.0006283412221819162,-0.0003117005981039256
-3.9880330562591553,31.723875045776367,-0.016428017988801003,0.006643321365118027,0.07873373478651047,-0.009657799266278744,-0.0003306628204882145,0.0006306993309408426,-9.687175770523027e-05,0.0006403634906746447,-0.0003403269802220166
-3.735196113586426,31.727052688598633,-0.01213766261935234,0.006441317964345217,0.07871979475021362,-0.009564696811139584,-0.0003595677262637764,0.0006461873417720199,-0.00010732316150097176,0.0006575121660716832,-0.00037089252145960927
-3.4821865558624268,31.730310440063477,-0.00844727735966444,0.006211810279637575,0.07877343893051147,-0.009249989874660969,-0.0003801802231464535,0.0006669872091151774,-0.00012023923773085698,0.0006806160672567785,-0.00039380911039188504
-3.2288670539855957,31.73348617553711,-0.005991025827825069,0.006145259365439415,0.07877490669488907,-0.008854066953063011,-0.00038315472193062305,0.0006955441785976291,-0.00013223293353803456,0.0007115174666978419,-0.00039912801003083587
-2.9750657081604004,31.736492156982422,-0.005559433251619339,0.00622608233243227,0.07869559526443481,-0.008552487008273602,-0.0003735331411007792,0.0007352149114012718,-0.00014111264317762107,0.0007528927526436746,-0.0003912109532393515
-2.7206246852874756,31.739410400390625,-0.007865696214139462,0.006207907106727362,0.07865509390830994,-0.008249142207205296,-0.0003640091745182872,0.0007835539290681481,-0.00014706487127114087,0.0008021011017262936,-0.0003825563471764326
-2.4655675888061523,31.74235725402832,-0.012785038910806179,0.005978509783744812,0.07876036316156387,-0.008027023635804653,-0.000361042155418545,0.0008347458788193762,-0.00015006879402790219,0.0008532915962859988,-0.0003795878728851676
