0,0.03992,205
0,0.046627,95
1,0.41754,195
0,0.045965,195
0,0.1271,145
0,0.18364,95
0,0.12623,45
1,0.060626,65
0,0.053898,85
0,0.068571,175
0,0.042622,105
0,0.18035,235
0,0.0045856,175
0,0.093943,165
0,0.17476,195
0,0.048069,45
0,0.0071766,115
0,0.0067361,145
0,0.23724,205
0,0.11066,125
0,0.12262,235
0,0.016124,95
0,0.10832,165
0,0.040766,185
0,0.04024,95
0,0.068162,125
0,0.085569,225
3,3.4902,265
0,0.012807,165
1,0.062292,165
0,0.1445,75
0,0.032194,175
1,0.2597,195
0,0.10372,105
0,0.04045,175
0,0.10989,85
0,0.19462,125
0,0.050664,165
0,0.020992,145
0,0.10259,115
0,0.024234,105
0,0.18762,85
2,1.9393,75
0,0.050935,145
0,0.19163,195
2,2.3445,95
0,0.084569,115
0,0.095586,155
0,0.10001,185
0,0.080662,195
0,0.021457,225
0,0.09454,135
0,0.048188,95
0,0.083638,155
0,0.059638,125
0,0.040271,155
0,0.013581,85
0,0.13261,135
0,0.080807,175
1,0.090249,215
0,0.10265,155
0,0.038683,175
0,0.16984,65
0,0.078095,135
0,0.1432,165
0,0.085377,205
0,0.052965,135
0,0.034543,185
0,0.10617,115
0,0.1328,105
0,0.1351,55
2,2.3894,65
0,0.12083,175
0,0.074973,335
0,0.065821,65
0,0.16683,205
0,0.13503,215
0,0.061273,155
0,0.05532,175
0,0.1263,55
0,0.022971,145
1,0.21862,195
0,0.23616,85
1,0.081217,165
0,0.11194,125
0,0.010986,95
0,0.19707,135
0,0.039899,135
0,0.070972,125
0,0.033666,195
0,0.092742,165
0,0.054206,155
0,0.090641,185
0,0.13677,75
0,0.02369,45
0,0.070546,175
0,0.031191,135
0,0.1155,105
0,0.1043,145
0,0.011168,185
