0,0.12884,265
2,2.5893,245
2,1.0894,195
0,0.08829,195
0,0.27635,245
0,0.3512,85
0,0.21227,265
0,0.17789,55
0,0.19439,285
2,2.1982,265
1,0.063987,345
2,1.7305,245
0,0.0098568,165
0,0.18685,215
2,1.12,195
0,0.39576,215
0,0.031833,185
0,0.057292,235
0,0.46993,205
0,0.22404,125
0,0.22852,195
2,1.0012,85
2,1.0008,65
2,2.1945,145
0,0.02428,145
0,0.16244,135
2,2.1058,225
3,4.3393,295
2,2.4619,135
2,1.755,145
0,0.32052,105
0,0.066331,175
0,0.027235,135
0,0.21996,165
2,1.013,155
0,0.21839,85
0,0.39176,125
2,2.0606,165
2,2.217,195
2,2.1354,75
2,1.0678,105
0,0.21498,125
2,1.6319,75
0,0.080964,235
0,0.38614,195
2,2.5568,95
0,0.22972,185
0,0.22014,155
2,1.0502,85
2,1.9612,45
0,0.037788,165
0,0.17414,135
0,0.09093,95
0,0.17087,155
2,1.0772,125
0,0.081872,155
0,0.14937,215
0,0.2538,145
0,0.15772,175
1,0.18152,215
2,1.0481,115
2,1.0792,165
2,1.0464,95
2,2.6987,235
0,0.28611,215
0,0.16282,195
0,0.10528,165
2,2.2768,185
2,1.8875,145
0,0.029864,215
2,2.3353,195
2,2.3615,185
0,0.2517,185
2,1.0013,65
0,0.14484,245
0,0.33922,235
0,0.26997,245
2,1.0841,155
2,1.774,75
1,1.3403,295
0,0.049071,195
2,2.6263,165
2,1.543,85
0,0.26508,225
0,0.37017,215
2,1.0633,135
0,0.39189,145
2,2.2029,325
0,0.13947,125
0,0.073154,205
2,2.0787,175
2,1.0476,215
2,2.0642,255
2,1.0579,75
0,0.17473,215
0,0.15976,155
0,0.0070315,165
2,2.2335,165
0,0.070706,265
0,0.021241,195
