2,1.1494,305
1,1.003,115
2,1.1702,215
1,1.0001,285
2,1.2779,245
0,0.82816,205
0,0.52674,145
0,0.38718,305
2,1.0374,145
2,1.8003,399
1,1.0271,85
1,1.0083,45
0,0.064641,315
2,1.167,185
0,0.78767,275
1,1.0059,135
2,1.2882,155
0,0.078952,255
1,1.0008,185
2,2.798,305
1,1.0013,225
1,1.0006,135
1,1.0002,185
1,1.0017,75
2,1.1694,225
2,2.831,265
1,1,195
0,0.86122,175
1,1.0021,135
1,1.0033,215
1,1.0017,205
0,0.18839,305
2,1.045,165
2,1.8894,399
1,1.003,175
2,1.0583,205
2,3.3094,135
2,1.9955,235
2,1.2724,385
1,1.001,75
0,0.2058,395
3,2.3547,375
1,1.0012,195
2,1.1344,145
2,1.6324,295
2,1.0635,155
1,1.0033,175
2,1.166,305
1,1.0005,115
1,1.0001,245
2,2.0128,205
1,1.003,175
1,1,115
0,0.28665,145
1,1.0034,105
0,0.13984,215
2,1.1221,305
0,0.35239,315
1,1.0032,55
3,2.5699,245
2,1.0288,175
0,0.2551,205
2,1.2475,275
0,0.39085,195
1,1.0111,105
1,1.0006,155
2,1.273,365
0,0.072286,215
1,1.0029,75
2,2.5732,205
2,2.1147,355
2,1.7498,185
2,1.9472,145
2,1.7868,275
1,1.0014,155
0,0.99915,165
1,1.0081,115
2,1.16,275
2,2.0392,155
2,1.1329,195
0,0.16344,195
2,1.1695,235
1,1,185
1,1.0007,265
1,1.0025,65
2,1.1325,125
1,1.003,155
1,1.0016,175
1,1.0001,125
2,1.2447,399
1,1.0005,285
1,1.0016,155
1,1,155
1,1.0027,225
1,1.004,125
2,1.3407,205
0,0.021128,235
1,1.0033,175
1,1.0025,185
2,1.344,335
