1,1.0069,65
2,2.9538,245
2,1.1433,225
2,1.0083,325
0,0.51663,165
0,0.70612,85
0,0.42787,265
2,3.4068,145
1,1.0019,115
2,1.0206,95
1,1.0249,105
1,1,95
0,0.038476,195
0,0.2111,125
2,1.2061,215
1,1.0002,65
1,1.0042,75
0,0.11755,265
1,1.0025,205
0,0.45089,125
1,1.0058,125
2,1.0034,195
2,1.001,185
1,1.0012,195
0,0.32795,225
2,3.1204,235
1,1.0031,175
3,6.6152,345
2,2.6163,155
1,1.0061,145
1,1.0022,105
0,0.13067,195
2,2.4458,135
1,1.0026,205
2,1.0237,305
2,1.0103,95
0,0.74833,175
1,1.0001,155
1,1,255
2,1.0116,75
2,1.0873,145
0,0.43192,125
1,1.0061,75
1,1.0106,85
2,3.906,245
2,2.6504,245
1,1.0052,175
0,0.42247,225
1,1.0003,165
1,1.0022,85
0,0.073315,255
1,1.0051,125
0,0.17655,95
2,3.0417,155
2,1.0569,205
0,0.16602,165
2,1.1126,215
0,0.51108,145
1,1,175
2,1.0609,225
2,1.0085,225
2,1.1082,205
1,1.0038,265
2,3.1732,285
1,1.0019,215
1,1.0001,75
2,1.0518,265
2,2.3005,185
1,1.0003,85
2,2.4636,255
2,2.521,285
2,1.0943,175
0,0.94466,125
2,1.0084,245
1,1.0013,95
2,1.1752,235
1,1.0002,45
2,1.1209,155
1,1,175
2,3.5227,399
0,0.079612,345
2,3.0401,195
1,1.0013,125
1,1.002,35
1,1.0081,75
2,1.0786,235
1,1.0067,135
1,1.0001,325
1,1.0048,95
2,1.0069,115
1,1.0022,175
1,1.0006,255
1,1.0025,185
1,1.003,155
0,0.35233,215
2,2.9888,255
0,0.0088615,155
2,2.2097,265
1,1.0007,145
0,0.050086,155
