0,0,0,0,0,0,-0.66396,0,0,0,1.0022,0,0,0,0,0,0,0,0,0,0,0.38543
0,0,0,0,0,0,0,-0.90583,0,0,1.0074,0,0,0,0,0,0,0,0,0,0,0.45597
0,0,0,0,-0.50201,0,0,0,0,0,0.99476,0,0,0,0,0,0,0,0,0,0,0.42257
0,0,0,0,0,0,0,-1.1038,0,0,0.98987,0,0,0,0,0,0,0,0,0,0,0.40185
0,0,-0.8893,0,0,0,0,-1.1311,0,0,0.89957,0,0,0,0,0,0,0,0,0,0,0.40804
0,0,0,0,0,0,0,-1.3735,0,0,0.9706,0,0,0,0,0,0,0,0,0,0,0.38434
0,0,0,0,0,0,0,-1.2217,0,0,0.97408,0,0,0,0,0,0,0,0,0,0,0.43677
0,0,0,0,0,0,0,-1.167,0,0,0.9545,0,0,0,0,0,0,0,0,0,0,0.41559
0,0,0,0,0,0,0,0,-1.6595,0,0.99507,0,0,0,0,0,0,0,0,0,0,0.42156
0,0,0,0,0,0,0,-0.89515,0,0,0.99452,0,0,0,0,0,0,0,0,0,0,0.39394
0,0,0,0,0,0,0,0,-1.3186,0,0.88821,0,0,0,0,0,0,0,0,0,0,0.4012
0,0,0,0,0,0,0,-0.75219,0,0,1.0349,0,0,0,0,0,0,0,0,0,0,0.37006
0,0,0,0,0,0,0,-0.97365,0,0,1.012,0,0,0,0,0,0,0,0,0,0,0.40458
0,0,0,0,-0.48072,0,0,0,0,0,0.97457,0,0,0,0,0,0,0,0,0,0,0.38446
0,0,0,0,0,0,0,-1.5728,0,0,1.0149,0,0,0,0,0,0,0,0,0,0,0.39749
0,0,0,0,0,0,0,-0.89126,0,0,1.0348,0,0,0,0,0,0,0,0,0,0,0.38978
0,0,0,0,0,0,-0.74764,0,0,0,0.99335,0,0,0,0,0,0,0,0,0,0,0.36494
0,0,0,0,0,0,0,-1.0536,0,0,0.99959,0,0,0,0,0,0,0,0,0,0,0.34998
0,0,0,0,0,0,0,0,-1.0385,0,0.97802,0,0,0,0,0,0,0,0,0,0,0.4168
0,0,0,0,0,0,0,0,-2.1389,0,0.97469,0,0,0,0,0,0,0,0,0,0,0.39272
0,0,0,0,0,0,0,-0.78231,0,0,0.96625,0,0,0,0,0,0,0,0,0,0,0.40589
0,0,0,0,0,0,0,-0.90908,0,0,1.0032,0,0,0,0,0,0,0,0,0,0,0.38909
0,0,0,0,0,0,0,0,-1.3947,0,1.0034,0,0,0,0,0,0,0,0,0,0,0.38652
