0,0,0,0,0,0,0,-1.1282,0,0,1.013,0,0,0,0,0,0,0,0,0,0,0.38336
0,0,0,0,0,0,0,0,-2.3884,0,1.0129,0,0,0,0,0,0,0,0,0,0,0.39988
0,0,0,0,-0.43229,0,0,0,0,0,0.99615,0,0,0,0,0,0,0,0,0,0,0.41269
0,0,0,0,0,0,0,-0.91319,0,0,0.9839,0,0,0,0,0,0,0,0,0,0,0.45161
0,0,0,0,0,0,0,-1.2738,0,0,1.0374,0,0,0,0,0,0,0,0,0,0,0.39745
0,0,0,0,0,0,0,-1.3508,0,0,0.98421,0,0,0,0,0,0,0,0,0,0,0.40682
0,0,0,0,0,0,0,-1.2105,0,0,0.97252,0,0,0,0,0,0,0,0,0,0,0.40141
0,0,0,0,0,0,0,-1.1757,0,0,0.97232,0,0,0,0,0,0,0,0,0,0,0.36852
0,0,0,0,0,0,0,-0.80743,0,0,0.97346,0,0,0,0,0,0,0,0,0,0,0.40323
0,0,0,0,0,0,0,0,-1.9575,0,0.9778,0,0,0,0,0,0,0,0,0,0,0.39784
0,0,0,0,0,0,0,-0.98352,0,0,1.0519,0.033551,0,0,0,0,0,0,0,0,0,0.41411
0,0,0,0,0,0,0,0,-1.4122,0,0.9875,0,0,0,0,0,0,0,0,0,0,0.38169
0,0,0,0,0,0,0,-1.0007,0,0,1.0098,0,0,0,0,0,0,0,0,0,0,0.36591
0,0,0,0,0,0,0,-1.186,0,0,0.98225,0,0,0,0,0,0,0,0,0,0,0.38736
0,0,0,0,-0.50375,0,0,0,0,0,1.0235,0,0,0,0,0,0,0,0,0,0,0.41445
0,0,0,0,0,0,0,-0.60424,0,0,1.0022,0,0,0,0,0,0,0,0,0,0,0.41983
0,0,0,0,0,0,0,-0.96863,0,0,0.99458,0,0,0,0,0,0,0,0,0,0,0.44418
0,0,0,0,0,0,0,-1.0572,0,0,0.99717,0,0,0,0,0,0,0,0,0,0,0.36937
0,0,0,0,0,0,0,-0.53149,0,0,0.96343,0,0,0,0,0,0,0,0,0,0,0.39794
0,0,0,0,0,0,0,-1.223,0,0,0.97863,0,0,0,0,0,0,0,0,0,0,0.37991
0,0,0,0,0,0,0,-0.7733,0,0,0.97122,0,0,0,0,0,0,0,0,0,0,0.41712
