X,Y,u (mm) @ t=0,v (mm) @ t=0,w (mm) @ t=0,t (s) @ t=0,u (mm) @ t=0.1,v (mm) @ t=0.1,w (mm) @ t=0.1,t (s) @ t=0.1,u (mm) @ t=0.2,v (mm) @ t=0.2,w (mm) @ t=0.2,t (s) @ t=0.2,u (mm) @ t=0.3,v (mm) @ t=0.3,w (mm) @ t=0.3,t (s) @ t=0.3,u (mm) @ t=0.4,v (mm) @ t=0.4,w (mm) @ t=0.4,t (s) @ t=0.4,u (mm) @ t=0.5,v (mm) @ t=0.5,w (mm) @ t=0.5,t (s) @ t=0.5,u (mm) @ t=0.6,v (mm) @ t=0.6,w (mm) @ t=0.6,t (s) @ t=0.6,u (mm) @ t=0.7,v (mm) @ t=0.7,w (mm) @ t=0.7,t (s) @ t=0.7,u (mm) @ t=0.8,v (mm) @ t=0.8,w (mm) @ t=0.8,t (s) @ t=0.8,u (mm) @ t=0.9,v (mm) @ t=0.9,w (mm) @ t=0.9,t (s) @ t=0.9,u (mm) @ t=1,v (mm) @ t=1,w (mm) @ t=1,t (s) @ t=1
-0.5,1.8,1.62E-09,4.47E-08,0,0,7.77E-05,0.003062584,0,0.1,1.55E-04,0.006125169,0,0.2,2.33E-04,0.009187753,0,0.3,3.11E-04,0.012250338,0,0.4,3.88E-04,0.015312922,0,0.5,4.66E-04,0.018375507,0,0.6,5.44E-04,0.021438091,0,0.7,6.22E-04,0.024500676,0,0.8,6.99E-04,0.02756326,0,0.9,7.77E-04,0.030625845,0,1
-0.3,1.8,9.75E-10,4.47E-08,0,0,4.66E-05,0.003062584,0,0.1,9.32E-05,0.006125169,0,0.2,1.40E-04,0.009187753,0,0.3,1.86E-04,0.012250338,0,0.4,2.33E-04,0.015312922,0,0.5,2.80E-04,0.018375507,0,0.6,3.26E-04,0.021438091,0,0.7,3.73E-04,0.024500676,0,0.8,4.20E-04,0.02756326,0,0.9,4.66E-04,0.030625845,0,1
-0.1,1.4,3.13E-10,4.20E-08,0,0,1.55E-05,0.002936384,0,0.1,3.11E-05,0.005872768,0,0.2,4.66E-05,0.008809152,0,0.3,6.22E-05,0.011745536,0,0.4,7.77E-05,0.01468192,0,0.5,9.32E-05,0.017618304,0,0.6,1.09E-04,0.020554688,0,0.7,1.24E-04,0.023491072,0,0.8,1.40E-04,0.026427456,0,0.9,1.55E-04,0.02936384,0,1
0.1,1,-3.03E-10,3.95E-08,0,0,-1.55E-05,0.002810184,0,0.1,-3.11E-05,0.005620367,0,0.2,-4.66E-05,0.008430551,0,0.3,-6.22E-05,0.011240734,0,0.4,-7.77E-05,0.014050918,0,0.5,-9.32E-05,0.016861101,0,0.6,-1.09E-04,0.019671285,0,0.7,-1.24E-04,0.022481468,0,0.8,-1.40E-04,0.025291652,0,0.9,-1.55E-04,0.028101836,0,1
0.3,0.6,-8.76E-10,3.71E-08,0,0,-4.66E-05,0.002683983,0,0.1,-9.32E-05,0.005367966,0,0.2,-1.40E-04,0.008051949,0,0.3,-1.86E-04,0.010735932,0,0.4,-2.33E-04,0.013419915,0,0.5,-2.80E-04,0.016103899,0,0.6,-3.26E-04,0.018787882,0,0.7,-3.73E-04,0.021471865,0,0.8,-4.20E-04,0.024155848,0,0.9,-4.66E-04,0.026839831,0,1
0.5,0.2,-1.41E-09,3.48E-08,0,0,-7.77E-05,0.002557783,0,0.1,-1.55E-04,0.005115565,0,0.2,-2.33E-04,0.007673348,0,0.3,-3.11E-04,0.010231131,0,0.4,-3.88E-04,0.012788913,0,0.5,-4.66E-04,0.015346696,0,0.6,-5.44E-04,0.017904478,0,0.7,-6.22E-04,0.020462261,0,0.8,-6.99E-04,0.023020044,0,0.9,-7.77E-04,0.025577826,0,1
-0.5,2.2,1.68E-09,4.74E-08,0,0,7.77E-05,0.003188785,0,0.1,1.55E-04,0.00637757,0,0.2,2.33E-04,0.009566355,0,0.3,3.11E-04,0.01275514,0,0.4,3.88E-04,0.015943925,0,0.5,4.66E-04,0.01913271,0,0.6,5.44E-04,0.022321494,0,0.7,6.22E-04,0.025510279,0,0.8,6.99E-04,0.028699064,0,0.9,7.77E-04,0.031887849,0,1
-0.3,2.2,1.01E-09,4.73E-08,0,0,4.66E-05,0.003188785,0,0.1,9.32E-05,0.00637757,0,0.2,1.40E-04,0.009566355,0,0.3,1.86E-04,0.01275514,0,0.4,2.33E-04,0.015943925,0,0.5,2.80E-04,0.019132709,0,0.6,3.26E-04,0.022321494,0,0.7,3.73E-04,0.025510279,0,0.8,4.20E-04,0.028699064,0,0.9,4.66E-04,0.031887849,0,1
-0.1,1.8,3.25E-10,4.46E-08,0,0,1.55E-05,0.003062584,0,0.1,3.11E-05,0.006125169,0,0.2,4.66E-05,0.009187753,0,0.3,6.22E-05,0.012250338,0,0.4,7.77E-05,0.015312922,0,0.5,9.32E-05,0.018375507,0,0.6,1.09E-04,0.021438091,0,0.7,1.24E-04,0.024500676,0,0.8,1.40E-04,0.02756326,0,0.9,1.55E-04,0.030625845,0,1
0.1,1.4,-3.13E-10,4.20E-08,0,0,-1.55E-05,0.002936384,0,0.1,-3.11E-05,0.005872768,0,0.2,-4.66E-05,0.008809152,0,0.3,-6.22E-05,0.011745536,0,0.4,-7.77E-05,0.01468192,0,0.5,-9.32E-05,0.017618304,0,0.6,-1.09E-04,0.020554688,0,0.7,-1.24E-04,0.023491072,0,0.8,-1.40E-04,0.026427456,0,0.9,-1.55E-04,0.02936384,0,1
0.3,1,-9.08E-10,3.96E-08,0,0,-4.66E-05,0.002810184,0,0.1,-9.32E-05,0.005620367,0,0.2,-1.40E-04,0.008430551,0,0.3,-1.86E-04,0.011240734,0,0.4,-2.33E-04,0.014050918,0,0.5,-2.80E-04,0.016861101,0,0.6,-3.26E-04,0.019671285,0,0.7,-3.73E-04,0.022481468,0,0.8,-4.20E-04,0.025291652,0,0.9,-4.66E-04,0.028101836,0,1
0.5,0.6,-1.46E-09,3.72E-08,0,0,-7.77E-05,0.002683983,0,0.1,-1.55E-04,0.005367966,0,0.2,-2.33E-04,0.008051949,0,0.3,-3.11E-04,0.010735932,0,0.4,-3.88E-04,0.013419915,0,0.5,-4.66E-04,0.016103899,0,0.6,-5.44E-04,0.018787882,0,0.7,-6.22E-04,0.021471865,0,0.8,-6.99E-04,0.024155848,0,0.9,-7.77E-04,0.026839831,0,1
-0.5,2.6,1.74E-09,5.01E-08,0,0,7.77E-05,0.003314986,0,0.1,1.55E-04,0.006629972,0,0.2,2.33E-04,0.009944958,0,0.3,3.11E-04,0.013259944,0,0.4,3.88E-04,0.01657493,0,0.5,4.66E-04,0.019889916,0,0.6,5.44E-04,0.023204902,0,0.7,6.22E-04,0.026519888,0,0.8,6.99E-04,0.029834874,0,0.9,7.77E-04,0.03314986,0,1
-0.3,2.6,1.05E-09,5.01E-08,0,0,4.66E-05,0.003314985,0,0.1,9.32E-05,0.006629971,0,0.2,1.40E-04,0.009944956,0,0.3,1.86E-04,0.013259942,0,0.4,2.33E-04,0.016574927,0,0.5,2.80E-04,0.019889913,0,0.6,3.26E-04,0.023204898,0,0.7,3.73E-04,0.026519884,0,0.8,4.20E-04,0.029834869,0,0.9,4.66E-04,0.033149855,0,1
-0.1,2.2,3.37E-10,4.73E-08,0,0,1.55E-05,0.003188785,0,0.1,3.11E-05,0.00637757,0,0.2,4.66E-05,0.009566354,0,0.3,6.22E-05,0.012755139,0,0.4,7.77E-05,0.015943924,0,0.5,9.32E-05,0.019132709,0,0.6,1.09E-04,0.022321494,0,0.7,1.24E-04,0.025510278,0,0.8,1.40E-04,0.028699063,0,0.9,1.55E-04,0.031887848,0,1
0.1,1.8,-3.25E-10,4.46E-08,0,0,-1.55E-05,0.003062584,0,0.1,-3.11E-05,0.006125169,0,0.2,-4.66E-05,0.009187753,0,0.3,-6.22E-05,0.012250338,0,0.4,-7.77E-05,0.015312922,0,0.5,-9.32E-05,0.018375507,0,0.6,-1.09E-04,0.021438091,0,0.7,-1.24E-04,0.024500676,0,0.8,-1.40E-04,0.02756326,0,0.9,-1.55E-04,0.030625845,0,1
0.3,1.4,-9.41E-10,4.21E-08,0,0,-4.66E-05,0.002936384,0,0.1,-9.32E-05,0.005872768,0,0.2,-1.40E-04,0.008809152,0,0.3,-1.86E-04,0.011745536,0,0.4,-2.33E-04,0.01468192,0,0.5,-2.80E-04,0.017618304,0,0.6,-3.26E-04,0.020554688,0,0.7,-3.73E-04,0.023491072,0,0.8,-4.20E-04,0.026427456,0,0.9,-4.66E-04,0.02936384,0,1
0.5,1,-1.51E-09,3.96E-08,0,0,-7.77E-05,0.002810184,0,0.1,-1.55E-04,0.005620367,0,0.2,-2.33E-04,0.008430551,0,0.3,-3.11E-04,0.011240734,0,0.4,-3.88E-04,0.014050918,0,0.5,-4.66E-04,0.016861101,0,0.6,-5.44E-04,0.019671285,0,0.7,-6.22E-04,0.022481468,0,0.8,-6.99E-04,0.025291652,0,0.9,-7.77E-04,0.028101835,0,1
-0.5,3,1.81E-09,5.30E-08,0,0,7.77E-05,0.003441187,0,0.1,1.55E-04,0.006882373,0,0.2,2.33E-04,0.01032356,0,0.3,3.11E-04,0.013764746,0,0.4,3.88E-04,0.017205933,0,0.5,4.66E-04,0.020647119,0,0.6,5.44E-04,0.024088306,0,0.7,6.22E-04,0.027529492,0,0.8,6.99E-04,0.030970679,0,0.9,7.77E-04,0.034411865,0,1
-0.3,3,1.08E-09,5.30E-08,0,0,4.66E-05,0.003441186,0,0.1,9.32E-05,0.006882371,0,0.2,1.40E-04,0.010323557,0,0.3,1.86E-04,0.013764742,0,0.4,2.33E-04,0.017205928,0,0.5,2.80E-04,0.020647113,0,0.6,3.26E-04,0.024088299,0,0.7,3.73E-04,0.027529484,0,0.8,4.20E-04,0.03097067,0,0.9,4.66E-04,0.034411855,0,1
-0.1,2.6,3.49E-10,5.01E-08,0,0,1.55E-05,0.003314985,0,0.1,3.11E-05,0.00662997,0,0.2,4.66E-05,0.009944956,0,0.3,6.22E-05,0.013259941,0,0.4,7.77E-05,0.016574926,0,0.5,9.32E-05,0.019889911,0,0.6,1.09E-04,0.023204896,0,0.7,1.24E-04,0.026519882,0,0.8,1.40E-04,0.029834867,0,0.9,1.55E-04,0.033149852,0,1
0.1,2.2,-3.37E-10,4.73E-08,0,0,-1.55E-05,0.003188785,0,0.1,-3.11E-05,0.00637757,0,0.2,-4.66E-05,0.009566354,0,0.3,-6.22E-05,0.012755139,0,0.4,-7.77E-05,0.015943924,0,0.5,-9.32E-05,0.019132709,0,0.6,-1.09E-04,0.022321494,0,0.7,-1.24E-04,0.025510278,0,0.8,-1.40E-04,0.028699063,0,0.9,-1.55E-04,0.031887848,0,1
0.3,1.8,-9.75E-10,4.47E-08,0,0,-4.66E-05,0.003062584,0,0.1,-9.32E-05,0.006125169,0,0.2,-1.40E-04,0.009187753,0,0.3,-1.86E-04,0.012250338,0,0.4,-2.33E-04,0.015312922,0,0.5,-2.80E-04,0.018375507,0,0.6,-3.26E-04,0.021438091,0,0.7,-3.73E-04,0.024500676,0,0.8,-4.20E-04,0.02756326,0,0.9,-4.66E-04,0.030625845,0,1
0.5,1.4,-1.57E-09,4.21E-08,0,0,-7.77E-05,0.002936384,0,0.1,-1.55E-04,0.005872768,0,0.2,-2.33E-04,0.008809152,0,0.3,-3.11E-04,0.011745536,0,0.4,-3.88E-04,0.01468192,0,0.5,-4.66E-04,0.017618304,0,0.6,-5.44E-04,0.020554688,0,0.7,-6.22E-04,0.023491072,0,0.8,-6.99E-04,0.026427456,0,0.9,-7.77E-04,0.02936384,0,1
-0.5,3.4,1.87E-09,5.60E-08,0,0,7.77E-05,0.003567392,0,0.1,1.55E-04,0.007134784,0,0.2,2.33E-04,0.010702176,0,0.3,3.11E-04,0.014269568,0,0.4,3.89E-04,0.01783696,0,0.5,4.66E-04,0.021404352,0,0.6,5.44E-04,0.024971744,0,0.7,6.22E-04,0.028539136,0,0.8,6.99E-04,0.032106528,0,0.9,7.77E-04,0.03567392,0,1
-0.3,3.4,1.12E-09,5.60E-08,0,0,4.66E-05,0.003567387,0,0.1,9.33E-05,0.007134775,0,0.2,1.40E-04,0.010702162,0,0.3,1.87E-04,0.01426955,0,0.4,2.33E-04,0.017836937,0,0.5,2.80E-04,0.021404325,0,0.6,3.26E-04,0.024971712,0,0.7,3.73E-04,0.028539099,0,0.8,4.20E-04,0.032106487,0,0.9,4.66E-04,0.035673874,0,1
-0.1,3,3.61E-10,5.30E-08,0,0,1.55E-05,0.003441185,0,0.1,3.11E-05,0.00688237,0,0.2,4.66E-05,0.010323555,0,0.3,6.22E-05,0.01376474,0,0.4,7.77E-05,0.017205925,0,0.5,9.32E-05,0.020647109,0,0.6,1.09E-04,0.024088294,0,0.7,1.24E-04,0.027529479,0,0.8,1.40E-04,0.030970664,0,0.9,1.55E-04,0.034411849,0,1
0.1,2.6,-3.49E-10,5.01E-08,0,0,-1.55E-05,0.003314985,0,0.1,-3.11E-05,0.00662997,0,0.2,-4.66E-05,0.009944956,0,0.3,-6.22E-05,0.013259941,0,0.4,-7.77E-05,0.016574926,0,0.5,-9.32E-05,0.019889911,0,0.6,-1.09E-04,0.023204896,0,0.7,-1.24E-04,0.026519882,0,0.8,-1.40E-04,0.029834867,0,0.9,-1.55E-04,0.033149852,0,1
0.3,2.2,-1.01E-09,4.73E-08,0,0,-4.66E-05,0.003188785,0,0.1,-9.32E-05,0.00637757,0,0.2,-1.40E-04,0.009566355,0,0.3,-1.86E-04,0.01275514,0,0.4,-2.33E-04,0.015943925,0,0.5,-2.80E-04,0.019132709,0,0.6,-3.26E-04,0.022321494,0,0.7,-3.73E-04,0.025510279,0,0.8,-4.20E-04,0.028699064,0,0.9,-4.66E-04,0.031887849,0,1
0.5,1.8,-1.62E-09,4.47E-08,0,0,-7.77E-05,0.003062584,0,0.1,-1.55E-04,0.006125169,0,0.2,-2.33E-04,0.009187753,0,0.3,-3.11E-04,0.012250338,0,0.4,-3.88E-04,0.015312922,0,0.5,-4.66E-04,0.018375507,0,0.6,-5.44E-04,0.021438091,0,0.7,-6.22E-04,0.024500676,0,0.8,-6.99E-04,0.02756326,0,0.9,-7.77E-04,0.030625845,0,1
-0.5,3.8,1.93E-09,5.91E-08,0,0,7.77E-05,0.003693498,0,0.1,1.55E-04,0.007386997,0,0.2,2.33E-04,0.011080495,0,0.3,3.11E-04,0.014773994,0,0.4,3.89E-04,0.018467492,0,0.5,4.66E-04,0.022160991,0,0.6,5.44E-04,0.025854489,0,0.7,6.22E-04,0.029547987,0,0.8,7.00E-04,0.033241486,0,0.9,7.77E-04,0.036934984,0,1
-0.3,3.8,1.16E-09,5.91E-08,0,0,4.67E-05,0.003693577,0,0.1,9.33E-05,0.007387154,0,0.2,1.40E-04,0.011080731,0,0.3,1.87E-04,0.014774307,0,0.4,2.33E-04,0.018467884,0,0.5,2.80E-04,0.022161461,0,0.6,3.27E-04,0.025855038,0,0.7,3.73E-04,0.029548615,0,0.8,4.20E-04,0.033242192,0,0.9,4.67E-04,0.036935769,0,1
-0.1,3.4,3.74E-10,5.60E-08,0,0,1.55E-05,0.003567397,0,0.1,3.11E-05,0.007134794,0,0.2,4.66E-05,0.010702191,0,0.3,6.22E-05,0.014269588,0,0.4,7.77E-05,0.017836985,0,0.5,9.33E-05,0.021404382,0,0.6,1.09E-04,0.024971779,0,0.7,1.24E-04,0.028539175,0,0.8,1.40E-04,0.032106572,0,0.9,1.55E-04,0.035673969,0,1
0.1,3,-3.61E-10,5.30E-08,0,0,-1.55E-05,0.003441185,0,0.1,-3.11E-05,0.00688237,0,0.2,-4.66E-05,0.010323555,0,0.3,-6.22E-05,0.01376474,0,0.4,-7.77E-05,0.017205925,0,0.5,-9.32E-05,0.020647109,0,0.6,-1.09E-04,0.024088294,0,0.7,-1.24E-04,0.027529479,0,0.8,-1.40E-04,0.030970664,0,0.9,-1.55E-04,0.034411849,0,1
0.3,2.6,-1.05E-09,5.01E-08,0,0,-4.66E-05,0.003314985,0,0.1,-9.32E-05,0.006629971,0,0.2,-1.40E-04,0.009944956,0,0.3,-1.86E-04,0.013259942,0,0.4,-2.33E-04,0.016574927,0,0.5,-2.80E-04,0.019889913,0,0.6,-3.26E-04,0.023204898,0,0.7,-3.73E-04,0.026519884,0,0.8,-4.20E-04,0.029834869,0,0.9,-4.66E-04,0.033149855,0,1
0.5,2.2,-1.68E-09,4.74E-08,0,0,-7.77E-05,0.003188785,0,0.1,-1.55E-04,0.00637757,0,0.2,-2.33E-04,0.009566355,0,0.3,-3.11E-04,0.01275514,0,0.4,-3.88E-04,0.015943925,0,0.5,-4.66E-04,0.01913271,0,0.6,-5.44E-04,0.022321494,0,0.7,-6.22E-04,0.025510279,0,0.8,-6.99E-04,0.028699064,0,0.9,-7.77E-04,0.031887849,0,1
-0.5,4.2,1.99E-09,6.23E-08,0,0,7.76E-05,0.003819548,0,0.1,1.55E-04,0.007639095,0,0.2,2.33E-04,0.011458643,0,0.3,3.10E-04,0.01527819,0,0.4,3.88E-04,0.019097738,0,0.5,4.65E-04,0.022917285,0,0.6,5.43E-04,0.026736833,0,0.7,6.20E-04,0.03055638,0,0.8,6.98E-04,0.034375928,0,0.9,7.76E-04,0.038195475,0,1
-0.3,4.2,1.19E-09,6.23E-08,0,0,4.65E-05,0.003819804,0,0.1,9.31E-05,0.007639608,0,0.2,1.40E-04,0.011459412,0,0.3,1.86E-04,0.015279216,0,0.4,2.33E-04,0.01909902,0,0.5,2.79E-04,0.022918824,0,0.6,3.26E-04,0.026738628,0,0.7,3.72E-04,0.030558432,0,0.8,4.19E-04,0.034378236,0,0.9,4.65E-04,0.03819804,0,1
-0.1,3.8,3.87E-10,5.91E-08,0,0,1.56E-05,0.00369365,0,0.1,3.11E-05,0.007387301,0,0.2,4.67E-05,0.011080951,0,0.3,6.22E-05,0.014774601,0,0.4,7.78E-05,0.018468251,0,0.5,9.34E-05,0.022161902,0,0.6,1.09E-04,0.025855552,0,0.7,1.24E-04,0.029549202,0,0.8,1.40E-04,0.033242853,0,0.9,1.56E-04,0.036936503,0,1
0.1,3.4,-3.74E-10,5.60E-08,0,0,-1.55E-05,0.003567397,0,0.1,-3.11E-05,0.007134794,0,0.2,-4.66E-05,0.010702191,0,0.3,-6.22E-05,0.014269588,0,0.4,-7.77E-05,0.017836985,0,0.5,-9.33E-05,0.021404382,0,0.6,-1.09E-04,0.024971779,0,0.7,-1.24E-04,0.028539175,0,0.8,-1.40E-04,0.032106572,0,0.9,-1.55E-04,0.035673969,0,1
0.3,3,-1.08E-09,5.30E-08,0,0,-4.66E-05,0.003441186,0,0.1,-9.32E-05,0.006882371,0,0.2,-1.40E-04,0.010323557,0,0.3,-1.86E-04,0.013764742,0,0.4,-2.33E-04,0.017205928,0,0.5,-2.80E-04,0.020647113,0,0.6,-3.26E-04,0.024088299,0,0.7,-3.73E-04,0.027529484,0,0.8,-4.20E-04,0.03097067,0,0.9,-4.66E-04,0.034411855,0,1
0.5,2.6,-1.74E-09,5.01E-08,0,0,-7.77E-05,0.003314986,0,0.1,-1.55E-04,0.006629972,0,0.2,-2.33E-04,0.009944958,0,0.3,-3.11E-04,0.013259944,0,0.4,-3.88E-04,0.01657493,0,0.5,-4.66E-04,0.019889916,0,0.6,-5.44E-04,0.023204902,0,0.7,-6.22E-04,0.026519888,0,0.8,-6.99E-04,0.029834874,0,0.9,-7.77E-04,0.03314986,0,1
-0.5,4.6,1.98E-09,6.55E-08,0,0,7.48E-05,0.003944431,0,0.1,1.50E-04,0.007888862,0,0.2,2.24E-04,0.011833293,0,0.3,2.99E-04,0.015777723,0,0.4,3.74E-04,0.019722154,0,0.5,4.49E-04,0.023666585,0,0.6,5.24E-04,0.027611016,0,0.7,5.99E-04,0.031555447,0,0.8,6.73E-04,0.035499878,0,0.9,7.48E-04,0.039444309,0,1
-0.3,4.6,1.17E-09,6.55E-08,0,0,4.42E-05,0.003945787,0,0.1,8.84E-05,0.007891574,0,0.2,1.33E-04,0.011837362,0,0.3,1.77E-04,0.015783149,0,0.4,2.21E-04,0.019728936,0,0.5,2.65E-04,0.023674723,0,0.6,3.09E-04,0.027620511,0,0.7,3.54E-04,0.031566298,0,0.8,3.98E-04,0.035512085,0,0.9,4.42E-04,0.039457872,0,1
-0.1,4.2,3.98E-10,6.23E-08,0,0,1.55E-05,0.003819997,0,0.1,3.10E-05,0.007639995,0,0.2,4.65E-05,0.011459992,0,0.3,6.20E-05,0.015279989,0,0.4,7.75E-05,0.019099987,0,0.5,9.30E-05,0.022919984,0,0.6,1.08E-04,0.026739981,0,0.7,1.24E-04,0.030559979,0,0.8,1.39E-04,0.034379976,0,0.9,1.55E-04,0.038199974,0,1
0.1,3.8,-3.87E-10,5.91E-08,0,0,-1.56E-05,0.00369365,0,0.1,-3.11E-05,0.007387301,0,0.2,-4.67E-05,0.011080951,0,0.3,-6.22E-05,0.014774601,0,0.4,-7.78E-05,0.018468251,0,0.5,-9.34E-05,0.022161902,0,0.6,-1.09E-04,0.025855552,0,0.7,-1.24E-04,0.029549202,0,0.8,-1.40E-04,0.033242853,0,0.9,-1.56E-04,0.036936503,0,1
0.3,3.4,-1.12E-09,5.60E-08,0,0,-4.66E-05,0.003567387,0,0.1,-9.33E-05,0.007134775,0,0.2,-1.40E-04,0.010702162,0,0.3,-1.87E-04,0.01426955,0,0.4,-2.33E-04,0.017836937,0,0.5,-2.80E-04,0.021404325,0,0.6,-3.26E-04,0.024971712,0,0.7,-3.73E-04,0.028539099,0,0.8,-4.20E-04,0.032106487,0,0.9,-4.66E-04,0.035673874,0,1
0.5,3,-1.81E-09,5.30E-08,0,0,-7.77E-05,0.003441187,0,0.1,-1.55E-04,0.006882373,0,0.2,-2.33E-04,0.01032356,0,0.3,-3.11E-04,0.013764746,0,0.4,-3.88E-04,0.017205933,0,0.5,-4.66E-04,0.020647119,0,0.6,-5.44E-04,0.024088306,0,0.7,-6.22E-04,0.027529492,0,0.8,-6.99E-04,0.030970679,0,0.9,-7.77E-04,0.034411865,0,1
-0.5,5,1.80E-09,6.93E-08,0,0,6.62E-05,0.00408344,0,0.1,1.32E-04,0.008166881,0,0.2,1.99E-04,0.012250321,0,0.3,2.65E-04,0.016333761,0,0.4,3.31E-04,0.020417201,0,0.5,3.97E-04,0.024500642,0,0.6,4.63E-04,0.028584082,0,0.7,5.29E-04,0.032667522,0,0.8,5.96E-04,0.036750962,0,0.9,6.62E-04,0.040834403,0,1
-0.3,5,9.78E-10,6.89E-08,0,0,3.61E-05,0.004069283,0,0.1,7.22E-05,0.008138566,0,0.2,1.08E-04,0.012207848,0,0.3,1.44E-04,0.016277131,0,0.4,1.80E-04,0.020346414,0,0.5,2.17E-04,0.024415697,0,0.6,2.53E-04,0.02848498,0,0.7,2.89E-04,0.032554263,0,0.8,3.25E-04,0.036623545,0,0.9,3.61E-04,0.040692828,0,1
-0.1,4.6,3.81E-10,6.55E-08,0,0,1.44E-05,0.003945309,0,0.1,2.88E-05,0.007890618,0,0.2,4.32E-05,0.011835927,0,0.3,5.76E-05,0.015781237,0,0.4,7.20E-05,0.019726546,0,0.5,8.64E-05,0.023671855,0,0.6,1.01E-04,0.027617164,0,0.7,1.15E-04,0.031562473,0,0.8,1.30E-04,0.035507782,0,0.9,1.44E-04,0.039453091,0,1
0.1,4.2,-3.98E-10,6.23E-08,0,0,-1.55E-05,0.003819997,0,0.1,-3.10E-05,0.007639995,0,0.2,-4.65E-05,0.011459992,0,0.3,-6.20E-05,0.015279989,0,0.4,-7.75E-05,0.019099987,0,0.5,-9.30E-05,0.022919984,0,0.6,-1.08E-04,0.026739981,0,0.7,-1.24E-04,0.030559979,0,0.8,-1.39E-04,0.034379976,0,0.9,-1.55E-04,0.038199974,0,1
0.3,3.8,-1.16E-09,5.91E-08,0,0,-4.67E-05,0.003693577,0,0.1,-9.33E-05,0.007387154,0,0.2,-1.40E-04,0.011080731,0,0.3,-1.87E-04,0.014774307,0,0.4,-2.33E-04,0.018467884,0,0.5,-2.80E-04,0.022161461,0,0.6,-3.27E-04,0.025855038,0,0.7,-3.73E-04,0.029548615,0,0.8,-4.20E-04,0.033242192,0,0.9,-4.67E-04,0.036935769,0,1
0.5,3.4,-1.87E-09,5.60E-08,0,0,-7.77E-05,0.003567392,0,0.1,-1.55E-04,0.007134784,0,0.2,-2.33E-04,0.010702176,0,0.3,-3.11E-04,0.014269568,0,0.4,-3.89E-04,0.01783696,0,0.5,-4.66E-04,0.021404352,0,0.6,-5.44E-04,0.024971744,0,0.7,-6.22E-04,0.028539136,0,0.8,-6.99E-04,0.032106528,0,0.9,-7.77E-04,0.03567392,0,1
-0.583333333,5.333333333,1.95E-09,7.25E-08,0,0,7.01E-05,0.004199407,0,0.1,1.40E-04,0.008398814,0,0.2,2.10E-04,0.012598221,0,0.3,2.80E-04,0.016797628,0,0.4,3.50E-04,0.020997034,0,0.5,4.21E-04,0.025196441,0,0.6,4.91E-04,0.029395848,0,0.7,5.61E-04,0.033595255,0,0.8,6.31E-04,0.037794662,0,0.9,7.01E-04,0.041994069,0,1
-0.35,5.333333333,1.18E-09,7.16E-08,0,0,4.25E-05,0.004167834,0,0.1,8.50E-05,0.008335668,0,0.2,1.27E-04,0.012503502,0,0.3,1.70E-04,0.016671336,0,0.4,2.12E-04,0.02083917,0,0.5,2.55E-04,0.025007004,0,0.6,2.97E-04,0.029174838,0,0.7,3.40E-04,0.033342672,0,0.8,3.82E-04,0.037510506,0,0.9,4.25E-04,0.04167834,0,1
-0.1,5,3.24E-10,6.87E-08,0,0,1.20E-05,0.004063324,0,0.1,2.39E-05,0.008126648,0,0.2,3.59E-05,0.012189972,0,0.3,4.78E-05,0.016253296,0,0.4,5.98E-05,0.020316621,0,0.5,7.17E-05,0.024379945,0,0.6,8.37E-05,0.028443269,0,0.7,9.56E-05,0.032506593,0,0.8,1.08E-04,0.036569917,0,0.9,1.20E-04,0.040633241,0,1
0.1,4.6,-3.81E-10,6.55E-08,0,0,-1.44E-05,0.003945309,0,0.1,-2.88E-05,0.007890618,0,0.2,-4.32E-05,0.011835927,0,0.3,-5.76E-05,0.015781237,0,0.4,-7.20E-05,0.019726546,0,0.5,-8.64E-05,0.023671855,0,0.6,-1.01E-04,0.027617164,0,0.7,-1.15E-04,0.031562473,0,0.8,-1.30E-04,0.035507782,0,0.9,-1.44E-04,0.039453091,0,1
0.3,4.2,-1.19E-09,6.23E-08,0,0,-4.65E-05,0.003819804,0,0.1,-9.31E-05,0.007639608,0,0.2,-1.40E-04,0.011459412,0,0.3,-1.86E-04,0.015279216,0,0.4,-2.33E-04,0.01909902,0,0.5,-2.79E-04,0.022918824,0,0.6,-3.26E-04,0.026738628,0,0.7,-3.72E-04,0.030558432,0,0.8,-4.19E-04,0.034378236,0,0.9,-4.65E-04,0.03819804,0,1
0.5,3.8,-1.93E-09,5.91E-08,0,0,-7.77E-05,0.003693498,0,0.1,-1.55E-04,0.007386997,0,0.2,-2.33E-04,0.011080495,0,0.3,-3.11E-04,0.014773994,0,0.4,-3.89E-04,0.018467492,0,0.5,-4.66E-04,0.022160991,0,0.6,-5.44E-04,0.025854489,0,0.7,-6.22E-04,0.029547987,0,0.8,-7.00E-04,0.033241486,0,0.9,-7.77E-04,0.036934984,0,1
-0.666666667,5.666666667,2.11E-09,7.51E-08,0,0,7.37E-05,0.00428748,0,0.1,1.47E-04,0.00857496,0,0.2,2.21E-04,0.01286244,0,0.3,2.95E-04,0.017149921,0,0.4,3.68E-04,0.021437401,0,0.5,4.42E-04,0.025724881,0,0.6,5.16E-04,0.030012361,0,0.7,5.90E-04,0.034299841,0,0.8,6.63E-04,0.038587321,0,0.9,7.37E-04,0.042874801,0,1
