X,Y,u (mm) @ t=0,v (mm) @ t=0,w (mm) @ t=0,t (s) @ t=0,u (mm) @ t=0.1,v (mm) @ t=0.1,w (mm) @ t=0.1,t (s) @ t=0.1,u (mm) @ t=0.2,v (mm) @ t=0.2,w (mm) @ t=0.2,t (s) @ t=0.2,u (mm) @ t=0.3,v (mm) @ t=0.3,w (mm) @ t=0.3,t (s) @ t=0.3,u (mm) @ t=0.4,v (mm) @ t=0.4,w (mm) @ t=0.4,t (s) @ t=0.4,u (mm) @ t=0.5,v (mm) @ t=0.5,w (mm) @ t=0.5,t (s) @ t=0.5,u (mm) @ t=0.6,v (mm) @ t=0.6,w (mm) @ t=0.6,t (s) @ t=0.6,u (mm) @ t=0.7,v (mm) @ t=0.7,w (mm) @ t=0.7,t (s) @ t=0.7,u (mm) @ t=0.8,v (mm) @ t=0.8,w (mm) @ t=0.8,t (s) @ t=0.8,u (mm) @ t=0.9,v (mm) @ t=0.9,w (mm) @ t=0.9,t (s) @ t=0.9,u (mm) @ t=1,v (mm) @ t=1,w (mm) @ t=1,t (s) @ t=1
-0.2,8.875,6.05E-10,9.31E-08,0,0,1.56E-05,0.004822682,0,0.1,3.11E-05,0.009645364,0,0.2,4.67E-05,0.014468046,0,0.3,6.23E-05,0.019290728,0,0.4,7.78E-05,0.024113411,0,0.5,9.34E-05,0.028936093,0,0.6,1.09E-04,0.033758775,0,0.7,1.25E-04,0.038581457,0,0.8,1.40E-04,0.043404139,0,0.9,1.56E-04,0.048226821,0,1
0.2,8.5,-5.97E-10,9.08E-08,0,0,-1.57E-05,0.004763486,0,0.1,-3.15E-05,0.009526972,0,0.2,-4.72E-05,0.014290457,0,0.3,-6.29E-05,0.019053943,0,0.4,-7.87E-05,0.023817429,0,0.5,-9.44E-05,0.028580915,0,0.6,-1.10E-04,0.0333444,0,0.7,-1.26E-04,0.038107886,0,0.8,-1.42E-04,0.042871372,0,0.9,-1.57E-04,0.047634858,0,1
0.6,8.125,-1.77E-09,8.86E-08,0,0,-4.80E-05,0.004704206,0,0.1,-9.61E-05,0.009408412,0,0.2,-1.44E-04,0.014112618,0,0.3,-1.92E-04,0.018816824,0,0.4,-2.40E-04,0.02352103,0,0.5,-2.88E-04,0.028225236,0,0.6,-3.36E-04,0.032929442,0,0.7,-3.84E-04,0.037633648,0,0.8,-4.32E-04,0.042337854,0,0.9,-4.80E-04,0.04704206,0,1
1,7.75,-2.88E-09,8.66E-08,0,0,-8.12E-05,0.00464472,0,0.1,-1.62E-04,0.00928944,0,0.2,-2.44E-04,0.013934159,0,0.3,-3.25E-04,0.018578879,0,0.4,-4.06E-04,0.023223599,0,0.5,-4.87E-04,0.027868319,0,0.6,-5.68E-04,0.032513039,0,0.7,-6.49E-04,0.037157759,0,0.8,-7.31E-04,0.041802478,0,0.9,-8.12E-04,0.046447198,0,1
-1,9.625,3.08E-09,9.77E-08,0,0,7.77E-05,0.004940798,0,0.1,1.55E-04,0.009881595,0,0.2,2.33E-04,0.014822393,0,0.3,3.11E-04,0.01976319,0,0.4,3.88E-04,0.024703988,0,0.5,4.66E-04,0.029644786,0,0.6,5.44E-04,0.034585583,0,0.7,6.21E-04,0.039526381,0,0.8,6.99E-04,0.044467178,0,0.9,7.77E-04,0.049407976,0,1
-0.6,9.625,1.86E-09,9.77E-08,0,0,4.66E-05,0.004940841,0,0.1,9.31E-05,0.009881682,0,0.2,1.40E-04,0.014822524,0,0.3,1.86E-04,0.019763365,0,0.4,2.33E-04,0.024704206,0,0.5,2.79E-04,0.029645047,0,0.6,3.26E-04,0.034585888,0,0.7,3.72E-04,0.039526729,0,0.8,4.19E-04,0.044467571,0,0.9,4.66E-04,0.049408412,0,1
-0.2,9.25,6.15E-10,9.53E-08,0,0,1.55E-05,0.004881788,0,0.1,3.10E-05,0.009763575,0,0.2,4.66E-05,0.014645363,0,0.3,6.21E-05,0.01952715,0,0.4,7.76E-05,0.024408938,0,0.5,9.31E-05,0.029290726,0,0.6,1.09E-04,0.034172513,0,0.7,1.24E-04,0.039054301,0,0.8,1.40E-04,0.043936089,0,0.9,1.55E-04,0.048817876,0,1
0.2,8.875,-6.05E-10,9.31E-08,0,0,-1.56E-05,0.004822682,0,0.1,-3.11E-05,0.009645364,0,0.2,-4.67E-05,0.014468046,0,0.3,-6.23E-05,0.019290728,0,0.4,-7.78E-05,0.024113411,0,0.5,-9.34E-05,0.028936093,0,0.6,-1.09E-04,0.033758775,0,0.7,-1.25E-04,0.038581457,0,0.8,-1.40E-04,0.043404139,0,0.9,-1.56E-04,0.048226821,0,1
0.6,8.5,-1.78E-09,9.08E-08,0,0,-4.70E-05,0.004763359,0,0.1,-9.41E-05,0.009526717,0,0.2,-1.41E-04,0.014290076,0,0.3,-1.88E-04,0.019053435,0,0.4,-2.35E-04,0.023816793,0,0.5,-2.82E-04,0.028580152,0,0.6,-3.29E-04,0.033343511,0,0.7,-3.76E-04,0.03810687,0,0.8,-4.23E-04,0.042870228,0,0.9,-4.70E-04,0.047633587,0,1
1,8.125,-2.91E-09,8.87E-08,0,0,-7.92E-05,0.00470351,0,0.1,-1.58E-04,0.009407021,0,0.2,-2.37E-04,0.014110531,0,0.3,-3.17E-04,0.018814041,0,0.4,-3.96E-04,0.023517551,0,0.5,-4.75E-04,0.028221062,0,0.6,-5.54E-04,0.032924572,0,0.7,-6.33E-04,0.037628082,0,0.8,-7.12E-04,0.042331592,0,0.9,-7.92E-04,0.047035103,0,1
-1,10,3.10E-09,1.00E-07,0,0,7.77E-05,0.005,0,0.1,1.55E-04,0.01,0,0.2,2.33E-04,0.015,0,0.3,3.11E-04,0.02,0,0.4,3.88E-04,0.025,0,0.5,4.66E-04,0.03,0,0.6,5.44E-04,0.035,0,0.7,6.21E-04,0.04,0,0.8,6.99E-04,0.045,0,0.9,7.77E-04,0.05,0,1
-0.6,10,1.87E-09,1.00E-07,0,0,4.66E-05,0.005,0,0.1,9.31E-05,0.01,0,0.2,1.40E-04,0.015,0,0.3,1.86E-04,0.02,0,0.4,2.33E-04,0.025,0,0.5,2.79E-04,0.03,0,0.6,3.26E-04,0.035,0,0.7,3.73E-04,0.04,0,0.8,4.19E-04,0.045,0,0.9,4.66E-04,0.05,0,1
-0.2,9.625,6.22E-10,9.77E-08,0,0,1.55E-05,0.004940889,0,0.1,3.10E-05,0.009881778,0,0.2,4.65E-05,0.014822667,0,0.3,6.21E-05,0.019763556,0,0.4,7.76E-05,0.024704445,0,0.5,9.31E-05,0.029645334,0,0.6,1.09E-04,0.034586223,0,0.7,1.24E-04,0.039527112,0,0.8,1.40E-04,0.044468,0,0.9,1.55E-04,0.049408889,0,1
0.2,9.25,-6.15E-10,9.53E-08,0,0,-1.55E-05,0.004881788,0,0.1,-3.10E-05,0.009763575,0,0.2,-4.66E-05,0.014645363,0,0.3,-6.21E-05,0.01952715,0,0.4,-7.76E-05,0.024408938,0,0.5,-9.31E-05,0.029290726,0,0.6,-1.09E-04,0.034172513,0,0.7,-1.24E-04,0.039054301,0,0.8,-1.40E-04,0.043936089,0,0.9,-1.55E-04,0.048817876,0,1
0.6,8.875,-1.81E-09,9.31E-08,0,0,-4.67E-05,0.00482252,0,0.1,-9.34E-05,0.009645039,0,0.2,-1.40E-04,0.014467559,0,0.3,-1.87E-04,0.019290079,0,0.4,-2.33E-04,0.024112599,0,0.5,-2.80E-04,0.028935118,0,0.6,-3.27E-04,0.033757638,0,0.7,-3.73E-04,0.038580158,0,0.8,-4.20E-04,0.043402678,0,0.9,-4.67E-04,0.048225197,0,1
1,8.5,-2.95E-09,9.09E-08,0,0,-7.82E-05,0.004762856,0,0.1,-1.56E-04,0.009525712,0,0.2,-2.35E-04,0.014288568,0,0.3,-3.13E-04,0.019051424,0,0.4,-3.91E-04,0.02381428,0,0.5,-4.69E-04,0.028577136,0,0.6,-5.47E-04,0.033339992,0,0.7,-6.26E-04,0.038102848,0,0.8,-7.04E-04,0.042865704,0,0.9,-7.82E-04,0.04762856,0,1
-0.2,10,6.24E-10,1.00E-07,0,0,1.55E-05,0.005,0,0.1,3.10E-05,0.01,0,0.2,4.65E-05,0.015,0,0.3,6.21E-05,0.02,0,0.4,7.76E-05,0.025,0,0.5,9.31E-05,0.03,0,0.6,1.09E-04,0.035,0,0.7,1.24E-04,0.04,0,0.8,1.40E-04,0.045,0,0.9,1.55E-04,0.05,0,1
0.2,9.625,-6.22E-10,9.77E-08,0,0,-1.55E-05,0.004940889,0,0.1,-3.10E-05,0.009881778,0,0.2,-4.65E-05,0.014822667,0,0.3,-6.21E-05,0.019763556,0,0.4,-7.76E-05,0.024704445,0,0.5,-9.31E-05,0.029645334,0,0.6,-1.09E-04,0.034586223,0,0.7,-1.24E-04,0.039527112,0,0.8,-1.40E-04,0.044468,0,0.9,-1.55E-04,0.049408889,0,1
0.6,9.25,-1.84E-09,9.54E-08,0,0,-4.66E-05,0.004881681,0,0.1,-9.32E-05,0.009763363,0,0.2,-1.40E-04,0.014645044,0,0.3,-1.86E-04,0.019526725,0,0.4,-2.33E-04,0.024408406,0,0.5,-2.79E-04,0.029290088,0,0.6,-3.26E-04,0.034171769,0,0.7,-3.73E-04,0.03905345,0,0.8,-4.19E-04,0.043935131,0,0.9,-4.66E-04,0.048816813,0,1
1,8.875,-3.00E-09,9.31E-08,0,0,-7.78E-05,0.004822247,0,0.1,-1.56E-04,0.009644495,0,0.2,-2.33E-04,0.014466742,0,0.3,-3.11E-04,0.01928899,0,0.4,-3.89E-04,0.024111237,0,0.5,-4.67E-04,0.028933484,0,0.6,-5.45E-04,0.033755732,0,0.7,-6.22E-04,0.038577979,0,0.8,-7.00E-04,0.043400227,0,0.9,-7.78E-04,0.048222474,0,1
0.2,10,-6.24E-10,1.00E-07,0,0,-1.55E-05,0.005,0,0.1,-3.10E-05,0.01,0,0.2,-4.65E-05,0.015,0,0.3,-6.21E-05,0.02,0,0.4,-7.76E-05,0.025,0,0.5,-9.31E-05,0.03,0,0.6,-1.09E-04,0.035,0,0.7,-1.24E-04,0.04,0,0.8,-1.40E-04,0.045,0,0.9,-1.55E-04,0.05,0,1
0.6,9.625,-1.86E-09,9.77E-08,0,0,-4.66E-05,0.004940841,0,0.1,-9.31E-05,0.009881682,0,0.2,-1.40E-04,0.014822524,0,0.3,-1.86E-04,0.019763365,0,0.4,-2.33E-04,0.024704206,0,0.5,-2.79E-04,0.029645047,0,0.6,-3.26E-04,0.034585888,0,0.7,-3.72E-04,0.039526729,0,0.8,-4.19E-04,0.044467571,0,0.9,-4.66E-04,0.049408412,0,1
1,9.25,-3.05E-09,9.54E-08,0,0,-7.77E-05,0.004881559,0,0.1,-1.55E-04,0.009763117,0,0.2,-2.33E-04,0.014644676,0,0.3,-3.11E-04,0.019526234,0,0.4,-3.88E-04,0.024407793,0,0.5,-4.66E-04,0.029289351,0,0.6,-5.44E-04,0.03417091,0,0.7,-6.21E-04,0.039052469,0,0.8,-6.99E-04,0.043934027,0,0.9,-7.77E-04,0.048815586,0,1
0.6,10,-1.87E-09,1.00E-07,0,0,-4.66E-05,0.005,0,0.1,-9.31E-05,0.01,0,0.2,-1.40E-04,0.015,0,0.3,-1.86E-04,0.02,0,0.4,-2.33E-04,0.025,0,0.5,-2.79E-04,0.03,0,0.6,-3.26E-04,0.035,0,0.7,-3.73E-04,0.04,0,0.8,-4.19E-04,0.045,0,0.9,-4.66E-04,0.05,0,1
1,9.625,-3.08E-09,9.77E-08,0,0,-7.77E-05,0.004940798,0,0.1,-1.55E-04,0.009881595,0,0.2,-2.33E-04,0.014822393,0,0.3,-3.11E-04,0.01976319,0,0.4,-3.88E-04,0.024703988,0,0.5,-4.66E-04,0.029644786,0,0.6,-5.44E-04,0.034585583,0,0.7,-6.21E-04,0.039526381,0,0.8,-6.99E-04,0.044467178,0,0.9,-7.77E-04,0.049407976,0,1
1,10,-3.10E-09,1.00E-07,0,0,-7.77E-05,0.005,0,0.1,-1.55E-04,0.01,0,0.2,-2.33E-04,0.015,0,0.3,-3.11E-04,0.02,0,0.4,-3.88E-04,0.025,0,0.5,-4.66E-04,0.03,0,0.6,-5.44E-04,0.035,0,0.7,-6.21E-04,0.04,0,0.8,-6.99E-04,0.045,0,0.9,-7.77E-04,0.05,0,1
